,DateTime,Close,20SMA
0,2023-04-05 21:15:44,1.09,
1,2023-04-05 21:15:44,1.09,
2,2023-04-05 21:17:52,1.09,
3,2023-04-05 21:17:52,1.09,
4,2023-04-05 21:20:00,1.09,
5,2023-04-05 21:20:00,1.09005,
6,2023-04-05 21:20:00,1.09005,
7,2023-04-05 21:22:08,1.09005,
8,2023-04-05 21:22:08,1.09005,
9,2023-04-05 21:24:16,1.09005,
10,2023-04-05 21:24:16,1.09005,
11,2023-04-05 21:26:24,1.0901,
12,2023-04-05 21:26:24,1.0901,
13,2023-04-05 21:28:32,1.0901,
14,2023-04-05 21:28:32,1.0901,
15,2023-04-05 21:30:40,1.0902,
16,2023-04-05 21:30:40,1.09035,
17,2023-04-05 21:32:48,1.0903,
18,2023-04-05 21:32:48,1.09035,
19,2023-04-05 21:34:56,1.09025,1.0901075
20,2023-04-05 21:34:56,1.09045,1.09013
21,2023-04-05 21:37:04,1.09035,1.0901475
22,2023-04-05 21:37:04,1.0904,1.0901675000000002
23,2023-04-05 21:37:04,1.0904,1.0901875
24,2023-04-05 21:39:12,1.0904,1.0902075
25,2023-04-05 21:39:12,1.0904,1.090225
26,2023-04-05 21:41:20,1.09045,1.090245
27,2023-04-05 21:41:20,1.0904,1.0902625000000001
28,2023-04-05 21:43:28,1.0904,1.09028
29,2023-04-05 21:43:28,1.09045,1.0903
30,2023-04-05 21:45:36,1.09045,1.09032
31,2023-04-05 21:45:36,1.09045,1.0903375
32,2023-04-05 21:47:44,1.09045,1.090355
33,2023-04-05 21:47:44,1.09045,1.0903725
34,2023-04-05 21:49:52,1.09055,1.090395
35,2023-04-05 21:49:52,1.09065,1.0904175
36,2023-04-05 21:52:00,1.0906,1.09043
37,2023-04-05 21:52:00,1.09055,1.0904425
38,2023-04-05 21:52:00,1.09055,1.0904525
39,2023-04-05 21:54:08,1.09055,1.0904675
40,2023-04-05 21:54:08,1.0905,1.0904699999999998
41,2023-04-05 21:56:16,1.0905,1.0904775
42,2023-04-05 21:56:16,1.09065,1.09049
43,2023-04-05 21:58:24,1.0906,1.0905
44,2023-04-05 21:58:24,1.0906,1.09051
45,2023-04-05 22:00:32,1.0907,1.090525
46,2023-04-05 22:00:32,1.09075,1.09054
47,2023-04-05 22:02:40,1.09065,1.0905524999999998
48,2023-04-05 22:02:40,1.09065,1.090565
49,2023-04-05 22:04:48,1.09065,1.0905749999999999
50,2023-04-05 22:04:48,1.0907,1.0905874999999998
51,2023-04-05 22:06:56,1.09065,1.0905974999999999
52,2023-04-05 22:06:56,1.0907,1.09061
53,2023-04-05 22:06:56,1.09075,1.090625
54,2023-04-05 22:09:04,1.0908,1.0906375000000001
55,2023-04-05 22:09:04,1.0908,1.0906449999999999
56,2023-04-05 22:11:12,1.0908,1.0906550000000002
57,2023-04-05 22:11:12,1.0908,1.0906675
58,2023-04-05 22:13:20,1.0908,1.09068
59,2023-04-05 22:13:20,1.0908,1.0906924999999998
60,2023-04-05 22:15:28,1.09075,1.090705
61,2023-04-05 22:15:28,1.0908,1.09072
62,2023-04-05 22:17:36,1.09075,1.090725
63,2023-04-05 22:17:36,1.0908,1.090735
64,2023-04-05 22:19:44,1.09075,1.0907425
65,2023-04-05 22:19:44,1.09075,1.090745
66,2023-04-05 22:21:52,1.0908,1.0907475
67,2023-04-05 22:21:52,1.09085,1.0907575
68,2023-04-05 22:24:00,1.09085,1.0907675000000001
69,2023-04-05 22:24:00,1.09085,1.0907775000000002
70,2023-04-05 22:24:00,1.0908,1.0907825
71,2023-04-05 22:26:08,1.0908,1.0907900000000001
72,2023-04-05 22:26:08,1.0908,1.090795
73,2023-04-05 22:28:16,1.0908,1.0907975
74,2023-04-05 22:28:16,1.09075,1.090795
75,2023-04-05 22:30:24,1.0909,1.0908000000000002
76,2023-04-05 22:30:24,1.0909,1.090805
77,2023-04-05 22:32:32,1.0909,1.09081
78,2023-04-05 22:32:32,1.09085,1.0908125
79,2023-04-05 22:34:40,1.09085,1.090815
80,2023-04-05 22:34:40,1.0909,1.0908225000000003
81,2023-04-05 22:36:48,1.09095,1.09083
82,2023-04-05 22:36:48,1.091,1.0908425000000002
83,2023-04-05 22:38:56,1.091,1.0908525
84,2023-04-05 22:38:56,1.09095,1.0908624999999998
